id,InstitutionName,Country,Year,total
9519,Sydbank,Denmark,2015,5
9520,Tasavallan Presidentin Kanslia - TPK,Finland,2016,5
9521,The Freedonia Group,United States,2014,5
9522,The Royal Society,United Kingdom,2016,5
9523,The University of Fiji,Fiji,2016,5
9524,Tip Trailer Services Bv,Netherlands,2016,5
9525,Turgut <U+00D6>zal Universitesi,Turkey,2014,5
9526,Turk Eximbank,Turkey,2015,5
9527,UBS AG,Switzerland,2015,5
9528,UIMM,France,2014,5
9529,UNICEF,Switzerland,2016,5
9530,UNILA - Universidade Federal da Integra<U+00E7><U+00E3>o Latino-Americana,Brazil,2016,5
9531,Uniglobe College,Nepal,2016,5
9532,Universidad An<U+00E1>huac Xalapa,Mexico,2015,5
9533,Universidad Aut<U+00F3>noma Gabriel Ren<U+00E9> Moreno,Bolivia,2016,5
9534,Universidad Aut<U+00F3>noma de Nuevo Le<U+00F3>n. Facultad de Econom<U+00ED>a,Mexico,2014,5
9535,Universidad Central de Venezuela,Venezuela,2015,5
9536,Universidad Diego Portales,Chile,2016,5
9537,Universidad Dr. Andr<U+00E9>s Bello,El Salvador,2016,5
9538,Universidad T<U+00E9>cnica Latinoamericana,El Salvador,2015,5
9539,Universidad T<U+00E9>cnica de Oruro,Bolivia,2014,5
9540,Universidad Tecnol<U+00F3>gica Privada de Santa Cruz (UTEPSA),Bolivia,2014,5
9541,Universidad Tecnol<U+00F3>gica de Bolivar,Colombia,2015,5
9542,Universidade Cat<U+00F3>lica de Bras<U+00ED>lia,Brazil,2014,5
9543,Universidade Est<U+00E1>cio de S<U+00E1>,Brazil,2015,5
9544,Universidade Estadual de Feira de Santana,Tokelau,2015,5
9545,Universidade Federal Da,Brazil,2014,5
9546,Universidade Federal de Roraima,Brazil,2016,5
9547,Universidade Federal de Sergipe,Brazil,2014,5
9548,Universidade Federal do Amap<U+00E1>,Brazil,2014,5
9549,Universidade Federal dos Vales do Jequitinhonha e Mecuri,Brazil,2015,5
9550,Universidade do Estado do Maranh<U+00E3>o,Brazil,2015,5
9551,Universitas Sriwijaya,Indonesia,2016,5
9552,Universiti Malaysia Kelantan,Malaysia,2014,5
9553,Universiti Pendidikan Sultan Idris,Malaysia,2014,5
9554,University for Business and Technology,Serbia,2015,5
9555,University of Balamand,Lebanon,2016,5
9556,University of Evansville Libraries,United States,2014,5
9557,University of Mount Union,United States,2016,5
9558,Vietnam National University of Agriculture,Viet Nam,2016,5
9559,Volkswagen de M<U+00E9>xico S.A. de C.V,Mexico,2015,5
9560,Wabash College Library,United States,2015,5
9561,Wartburg College,United States,2016,5
9562,Weidm<U+00FC>ller Holding AG & Co KG,Germany,2015,5
9563,Weidm<U+00FC>ller Holding AG & Co KG,Germany,2016,5
9564,Werksmans Attorneys,South Africa,2016,5
9565,Wuhan University of Technology,China - People<U+2019>s Republic,2014,5
9566,Zaman University,Cambodia,2014,5
9567,ABC Company,Finland,2016,4
9568,ADECCO MANAGEMENT & CONSULTING S.A.,Switzerland,2014,4
9569,AIB Group Treasury,Ireland,2015,4
9570,AIMST University,Malaysia,2014,4
9571,ANTWERP PORT AUTHORITY,Belgium,2015,4
9572,ASviS - Italian Alliance for Sustainable Development,Italy,2016,4
9573,Ain Shams University,Egypt,2016,4
9574,Alabama A&M University,United States,2014,4
9575,Albion College Library,United States,2016,4
9576,Alfaisal University,Saudi Arabia,2015,4
9577,Aliaxis,Belgium,2015,4
9578,Alma College,United States,2016,4
9579,American Appraisal,Germany,2014,4
9580,Ansteel Group Corporation,China - People<U+2019>s Republic,2014,4
9581,Australian Bureau of Statistics,Australia,2016,4
9582,Australian Radiation Protection & Nuclear Safety Agency,Australia,2015,4
9583,BMW,Germany,2015,4
9584,BP International Ltd,United Kingdom,2014,4
9585,BROOKLYN COLLEGE LIBRARY,United States,2014,4
9586,Bancolombia,Colombia,2015,4
9587,Bank of Ireland Global Markets,Ireland,2015,4
9588,Benedictine University,United States,2014,4
9589,Berufsakademie Breitenbrunn,Germany,2016,4
9590,Beykent Universty,Turkey,2014,4
9591,Biblioteca,Spain,2016,4
9592,Bibliotheque Universitaire Evry,France,2015,4
9593,BlackRock,United Kingdom,2015,4
9594,Bundesfinanzhof,Germany,2016,4
9595,CDC PI,France,2014,4
9596,CRH plc,Ireland,2014,4
9597,CRUI-CARE,Italy,2015,4
9598,California State University -,United States,2014,4
9599,Cegep de Levis-Lauzon,Canada,2014,4
9600,Central South University,China - People<U+2019>s Republic,2015,4
9601,Centre for Education Policy,Serbia,2015,4
9602,China Electric Power Research Institute CEPRI,China - People<U+2019>s Republic,2015,4
9603,China University of Mining & Technology,China - People<U+2019>s Republic,2014,4
9604,Commerce Development Research Institute - CDRI,Chinese Taipei,2015,4
9605,Comunidad Aut<U+00F3>noma de la Regi<U+00F3>n de Murcia,Spain,2015,4
9606,Coordena<U+00E7><U+00E2>o dos Instituto de Pesquisa,Brazil,2016,4
9607,Cr<U+00E9>dit Coop<U+00E9>ratif,France,2015,4
9608,Cumhuriyet Universitesi,Turkey,2014,4
9609,DARES,France,2015,4
9610,DAVIS MANAGEMENT LIMITED PARTNERSHI,Canada,2014,4
9611,DE ANDRES Y ARTI<U+00D1>ANO,Spain,2015,4
9612,DI - Confederation of Danish Industry,Denmark,2016,4
9613,Danfoss A/S,Denmark,2014,4
9614,Dardania College,Serbia,2014,4
9615,David Matthews: Main Admin Account (220710) id9862,United Kingdom,2014,4
9616,Daystar University,Kenya,2014,4
9617,Deloitte Tax LLP,Canada,2015,4
9618,Dept. of the Premier & Cabinet,Australia,2014,4
9619,Desjardins Group - Econ Studies,Canada,2014,4
9620,Deutsche Bank AG,United Kingdom,2016,4
9621,Deutsches Zentrum f<U+00FC>r Altersfragen,Germany,2015,4
9622,DundeeWealth Economics,Canada,2016,4
9623,Earlham College,United States,2014,4
9624,Education and Training Boards Ireland,Ireland,2015,4
9625,Embo,Germany,2015,4
9626,Enoch Pratt Free Library,United States,2015,4
9627,Escuela Especializada en Ingenier<U+00ED>a ITCA-FEPADE,El Salvador,2016,4
9628,Eurocommercial Properties,United Kingdom,2015,4
9629,Eurydice European Unit,Belgium,2016,4
9630,FRB Atlanta,United States,2014,4
9631,Fachhochschule Luebeck,Germany,2014,4
9632,Factset Research Corporation,France,2016,4
9633,Fayoum University,Egypt,2015,4
9634,Fehap,France,2015,4
9635,Fichtner GmbH & co. KG,Germany,2016,4
9636,Fondazione Rosselli,Italy,2016,4
9637,Fraunhofer-Einrichtung Marine Biotechnologie,Germany,2014,4
9638,Fraunhofer-Einrichtung f<U+00FC>r Modulare Festk<U+00F6>rper-Technologien,Germany,2016,4
9639,Fraunhofer-Institut IMWS,Germany,2016,4
9640,Fraunhofer-Institut f<U+00FC>r Angewandte Optik und Feinmechanik,Germany,2015,4
9641,Fraunhofer-Institut f<U+00FC>r Betriebsfestigkeit LBF,Germany,2016,4
9642,Fraunhofer-Institut f<U+00FC>r Chemische Technologie - ICT-IMM,Germany,2015,4
9643,Fraunhofer-Institut f<U+00FC>r Nachrichtentechnik Heinrich-Hertz-Institut,Germany,2015,4
9644,Fraunhofer-Institut f<U+00FC>r Windenergie und Energiesystemtechnik IWES,Germany,2015,4
9645,Fuji Tokoha Daigaku,Japan,2016,4
9646,Fujitsu Soken,Japan,2014,4
9647,Fukui University,Japan,2014,4
9648,Fundaci<U+00F3>n Salvadore<U+00F1>a para el Desarrollo Econ<U+00F3>mico y,El Salvador,2014,4
9649,GEW Hauptvorstand,Germany,2014,4
9650,GEW Hauptvorstand,Germany,2015,4
9651,Gazprom VNIIGAZ,Russian Federation,2015,4
9652,Georgian Court University,United States,2015,4
9653,German Institute for Human Rights,Germany,2016,4
9654,Germany Trade and Invest,Germany,2016,4
9655,Gretsa University,Kenya,2015,4
9656,Grosvenor,United Kingdom,2015,4
9657,Hagstofa Islands,Iceland,2016,4
9658,Hagstova Foroya,Faroe Islands,2015,4
9659,Halbis Capital Management,France,2015,4
9660,Hammersmith and West London,United Kingdom,2014,4
9661,Helwan University,Egypt,2015,4
9662,Hiroshima Shudo University,Japan,2014,4
9663,Hogskolen I Nord-Trondelag,Norway,2016,4
9664,Hsbc Bank Canada,Canada,2016,4
9665,Hyogo Daigaku Library,Japan,2016,4
9666,ICIS Italia,Italy,2016,4
9667,IFBAIANO - Instituto Federal Baiano,Brazil,2016,4
9668,INDRA,Spain,2016,4
9669,INTENSA,Italy,2014,4
9670,Idaho State University,United States,2014,4
9671,Instituci<U+00F3>n Universitaria de Envigado,Colombia,2014,4
9672,Institute for European Environmental Policy - IEEP,Belgium,2015,4
9673,Instituti Per Studime Politike D Evropiane (IPSE),Serbia,2015,4
9674,Instituto Federal de Educa<U+00E7><U+00E3>o - Ci<U+00EA>ncia e Tecnologia do Maranh<U+00E3>o,Brazil,2016,4
9675,Instituto Federal de Sergipe,Brazil,2016,4
9676,Instituto Federal do Amazonas,Brazil,2015,4
9677,Instituto Federal do Paran<U+00E1>,Brazil,2015,4
9678,Instituto Nacional de Cancer,Brazil,2014,4
9679,Instituto de Bot<U+00E2>nica,Brazil,2015,4
9680,Instytut Medycyny Pracy,Poland,2014,4
9681,International Criminal Court - ICC,Netherlands,2016,4
9682,John Wiley & Sons Ltd,United Kingdom,2016,4
9683,Joshua Mqabuko Nkomo Polytechnic,Zimbabwe,2015,4
9684,Jst (Kagaku Gijutsu Shinko Kiko),Japan,2014,4
9685,KASNEB,Kenya,2016,4
9686,Kaikei Kensain Toshokan,Japan,2016,4
9687,Kce,Belgium,2014,4
9688,Kensetsu Keizai Kenkyusyo,Japan,2014,4
9689,Kensetsu Keizai Kenkyusyo,Japan,2015,4
9690,King Khaled University,Saudi Arabia,2015,4
9691,Kokuritsu Hoken Iryo Kagakuin,Japan,2016,4
9692,Kosovo Judicial Institute,Serbia,2014,4
9693,LAPIN YLIOPISTO,Finland,2014,4
9694,La Banque Postale,France,2014,4
9695,Landsvirkjun Islands,Iceland,2014,4
9696,Library of the Faculty of EE & IT,Former Yugoslav Republic of Macedonia (FYROM),2015,4
9697,London Economics,United Kingdom,2014,4
9698,London Public Library,Canada,2016,4
9699,London School of Hygiene & Tropical Medicine,United Kingdom,2016,4
9700,Louis Berger,France,2014,4
9701,Lowy Institute for International Policy,Australia,2016,4
9702,MDN IMDEP,Algeria,2015,4
9703,MK Periodica,Russian Federation,2015,4
9704,Mandalay University,Myanmar,2016,4
9705,Mevlana Universitesi,Turkey,2014,4
9706,Mevlana Universitesi,Turkey,2015,4
9707,Midwestern State University - Moffett Library,United States,2016,4
9708,Minist<U+00E8>re des Finances et de l'<U+00C9>conomie of Quebec,Canada,2015,4
9709,Ministry of Taxes,Azerbaijan,2016,4
9710,Mitsui Bussan Senryaku Kenkyusho,Japan,2015,4
9711,Mizuho Bank / Industry Research Division,Japan,2014,4
9712,Mongolian State University of Agriculture,Mongolia,2014,4
9713,Munich Reinsurance Company,Germany,2014,4
9714,Mutare Polytechnic College,Zimbabwe,2016,4
9715,NEIU Ronald Williams Library,United States,2014,4
9716,NIRA,Japan,2016,4
9717,Nagoya Shoka Daigaku,Japan,2016,4
9718,National Library Of Greece,Greece,2016,4
9719,National Library of Maldives,Maldives,2016,4
9720,National Tax Service,Korea - Republic of,2016,4
9721,New York State Library,United States,2016,4
9722,Nigeria LNG Ltd,Nigeria,2015,4
9723,Nihon Joshi Daigaku,Japan,2016,4
9724,Nippon Keizai Dantai Rengokai,Japan,2015,4
9725,NordForsk,Norway,2015,4
9726,Nordson Deutschland GmbH,Germany,2015,4
9727,Northern State University,United States,2016,4
9728,OTAN - NATO,Belgium,2015,4
9729,Ohio Northern University,United States,2014,4
9730,PRESIDENCIA DA REPUBLICA,Portugal,2015,4
9731,PROMETEIA S.p.A.,Italy,2014,4
9732,Pannon Egyetemi,Hungary,2014,4
9733,Panstwowa Agencja Atomistyki,Poland,2014,4
9734,Presbyterian University of East Africa,Kenya,2015,4
9735,Qingdao Institute of Bioenergy & Bioprocess Technology - CAS,China - People<U+2019>s Republic,2016,4
9736,Quantec Research Ltd,South Africa,2015,4
9737,Quebec Min. Des Finances,Canada,2015,4
9738,Radford University,United States,2014,4
9739,Randstad Holding B.V,Netherlands,2016,4
9740,Research Development And Evaluation Commission,Chinese Taipei,2014,4
9741,Resources for the Future,United States,2016,4
9742,S<U+00E9>nat,France,2016,4
9743,SA Institute of International Affairs,South Africa,2015,4
9744,SCK-CEN,Belgium,2015,4
9745,SPIE,United States,2015,4
9746,SRI Consulting,United States,2014,4
9747,SRI Consulting,United States,2015,4
9748,SWS Research Co.Ldt,China - People<U+2019>s Republic,2014,4
9749,Scania CV AB,Sweden,2015,4
9750,Schlumberger Ltd,United States,2015,4
9751,School of Public Health,Rwanda,2014,4
9752,Shandong University,China - People<U+2019>s Republic,2015,4
9753,Shanghai Advanced Research Institute - CAS,China - People<U+2019>s Republic,2014,4
9754,Shape Military Library,Belgium,2015,4
9755,Silvaris Capital Management,United Kingdom,2014,4
9756,Sncs-Fsu,France,2016,4
9757,Southwestern Law School,United States,2015,4
9758,State Library of Western Australia,Australia,2014,4
9759,Stifterverband f<U+00FC>r die Deutsche Wissenschaft e.V.,Germany,2016,4
9760,Swiss Reinsurance Company,Switzerland,2015,4
9761,TCO -THE SWEDISH CONFEDERATION,Sweden,2014,4
9762,TELEFONICA,Spain,2016,4
9763,TERI - The Energy and Resources Institute / Vasant Kunj,India,2014,4
9764,TIER Co,United Kingdom,2015,4
9765,TUC,United Kingdom,2014,4
9766,Taxation Institute of Australia,Australia,2014,4
9767,Technical University of Moldova,Moldova - Republic of,2015,4
9768,Telecom Italia SPA,Italy,2015,4
9769,Tianjin College of Finance and Economics,China - People<U+2019>s Republic,2014,4
9770,Timbro/SFN,Sweden,2015,4
9771,Tip Trailer Services Bv,Netherlands,2015,4
9772,Turpin Distribution Services,United Kingdom,2016,4
9773,UFOB - Universidade Federal do Oeste Da Bahia,Brazil,2016,4
9774,UN - International Court of Justice,Netherlands,2016,4
9775,UN Special Tribunal for Lebanon,Netherlands,2015,4
9776,UN UPU - Universal Postal Union,Switzerland,2016,4
9777,UNIVERSITE PARIS 12 - VAL DE MARNE,France,2014,4
9778,USAID Library,United States,2016,4
9779,Univ D'Annunzio Chiet E Pescara,Italy,2016,4
9780,Universidad Aut<U+00F3>noma Juan Misael Saracho,Bolivia,2016,4
9781,Universidad Aut<U+00F3>noma de Nayarit,Mexico,2016,4
9782,Universidad Aut<U+00F3>noma del Estado de M<U+00E9>xico,Mexico,2016,4
9783,Universidad Nur,Bolivia,2014,4
9784,Universidad Privada de Santa Cruz de la Sierra (UPSA),Bolivia,2015,4
9785,Universidad de Almeria,Spain,2016,4
9786,Universidad de Carabobo,Venezuela,2016,4
9787,Universidade Cat<U+00F3>lica de Bras<U+00ED>lia,Brazil,2015,4
9788,Universidade Estadual do Norte Fluminense,Brazil,2014,4
9789,Universidade Federal de Ju<U+00ED>z de Fora,Brazil,2014,4
9790,Universidade Federal de Roraima,Brazil,2014,4
9791,Universidade de Franca,Brazil,2014,4
9792,Universidade de Franca,Brazil,2016,4
9793,Universidade do Estado da Bahia,Brazil,2015,4
9794,Universite de Toulon,France,2015,4
9795,University of Eldoret,Kenya,2014,4
9796,University of Northern Iowa - Rod Library,United States,2014,4
9797,University of World Economy and Diplomacy,Uzbekistan,2016,4
9798,University of the Free State,South Africa,2014,4
9799,Unknown,Costa Rica,2016,4
9800,Unknown,Mexico,2015,4
9801,Uzbekistan Digital Library Science & Technology,Uzbekistan,2016,4
9802,VDMA,Germany,2014,4
9803,Werksmans Attorneys,South Africa,2015,4
9804,Western Union,Austria,2014,4
9805,Wheaton College,United States,2014,4
9806,Women's University in Africa,Zimbabwe,2014,4
9807,sns securities,Netherlands,2015,4
9808,ACSC - Army Command & Staff College,Nepal,2015,3
9809,ADECCO MANAGEMENT & CONSULTING S.A.,Switzerland,2016,3
9810,AEGIC,Australia,2014,3
9811,ANSA L'Association Nationale des Soci<U+00E9>t<U+00E9>s par Actions,France,2015,3
9812,ANSTO Library,Australia,2014,3
9813,AREVA,France,2014,3
9814,ASHURST,United Kingdom,2015,3
9815,ASSR - Agenas,Italy,2014,3
9816,Alabama A&M University,United States,2016,3
9817,Alloy Metals & Steel,Germany,2014,3
9818,American Nuclear Insurers,United States,2014,3
9819,Andrews University,United States,2014,3
9820,Ansteel Group Corporation,China - People<U+2019>s Republic,2015,3
9821,Atomic Energy Regulatory Board,India,2016,3
9822,Atradius,Netherlands,2016,3
9823,Auditoria Superior de la Federaci<U+00F3>n,Mexico,2014,3
9824,Azerbaijan State Economic,Azerbaijan,2015,3
9825,Azim Premji University,India,2014,3
9826,BANCO SANTANDER CENTRAL HISPANO,Spain,2015,3
9827,BD,France,2015,3
9828,Balance Technology Consulting,Germany,2016,3
9829,Banco Santander Totta,Portugal,2015,3
9830,Batman University,Turkey,2015,3
9831,Bayburt Universiesi,Turkey,2014,3
9832,Beirut Arab University,Lebanon,2016,3
9833,Berliner Sparkasse,Germany,2014,3
9834,Berliner Sparkasse,Germany,2015,3
9835,Bloomberg Finance Lp,United Kingdom,2014,3
9836,Bucerius Law School,Germany,2014,3
9837,Bundesanstalt fur Geowissenshaften,Germany,2014,3
9838,Bundesverband deutscher Banken,Germany,2016,3
9839,CDTI,Spain,2016,3
9840,CEMEX,Spain,2015,3
9841,CESA - Colegio de Estudios Superiores de Administraci<U+00F3>n,Colombia,2016,3
9842,CESCE,Spain,2014,3
9843,CIRET OFFICE,Switzerland,2015,3
9844,Canadian Association of University Teachers,Canada,2016,3
9845,Canadian Institute of Technology - Tirana,Albania,2015,3
9846,Centre Docs  - Regards Umr 5185,France,2015,3
9847,Centro Internaz. Di Formazione,Italy,2014,3
9848,Chambre Des Salaries,Luxembourg,2015,3
9849,Chartered Insurance Institute.,United Kingdom,2014,3
9850,Chu Hai College of Higher Education,Hong Kong - China,2015,3
9851,Cirano,Canada,2016,3
9852,Citigroup Global Markets Ltd,United Kingdom,2014,3
9853,Claro Chile S.A.,Chile,2015,3
9854,College De Sherbrooke,Canada,2014,3
9855,Commerzbank AG,United Kingdom,2015,3
9856,Corporaci<U+00F3>n Unificada Nacional de Educaci<U+00F3>n Superior - CUN,Colombia,2015,3
9857,Corte dei Conti - Biblioteca,Italy,2014,3
9858,Credit Suisse First Boston,United States,2015,3
9859,Credo,United Kingdom,2015,3
9860,Danfoss A/S,Denmark,2016,3
9861,Dansk Erhverv,Denmark,2014,3
9862,Danske Bank,Sweden,2014,3
9863,Danske Bank,Sweden,2015,3
9864,Databeuro,United Kingdom,2014,3
9865,Deere & Company Library,United States,2014,3
9866,Directorate of State Scientific & Technical Programmes,Russian Federation,2016,3
9867,Directure A/S,Denmark,2015,3
9868,Drewry Shipping Consultants Ltd,United Kingdom,2015,3
9869,Duale Hochschule Baden-Wuerttemberg Ravensburg,Germany,2014,3
9870,EFTA Surveillance Authority,Belgium,2015,3
9871,Eastern CT State University,United States,2014,3
9872,Eastern University,United States,2016,3
9873,Energy Institute,United Kingdom,2015,3
9874,Erhvervsakademi Dania,Denmark,2014,3
9875,Erste Group Bank AG,Austria,2015,3
9876,Eurocontrol HQ,Belgium,2014,3
9877,European Centre for Disease Prevention and Control (ECDC),Sweden,2014,3
9878,Evidence Ltd/Thomson Reuters,United Kingdom,2014,3
9879,FEDERATION BANCAIRE FRANCAISE,France,2015,3
9880,FRANCE TELECOM,France,2014,3
9881,FRB Richmond,United States,2014,3
9882,Faculdade de Ci<U+00EA>ncias M<U+00E9>dicas da Santa Casa de S<U+00E3>o Paulo,Brazil,2015,3
9883,Fafo,Norway,2015,3
9884,Fairleigh Dickinson University Library,United States,2014,3
9885,Fayoum University,Egypt,2016,3
9886,Fiji Islands Revenue & Customs Authority,Fiji,2016,3
9887,Financial Supervisory Service,Korea - Republic of,2016,3
9888,Finansr<U+00E5>det,Denmark,2015,3
9889,Fisher & Paykel Healthcare,New Zealand,2015,3
9890,Florida Southern College,United States,2016,3
9891,Formula One Management Limited,United Kingdom,2014,3
9892,Frankfurter Allgemeine Zeitung Bibliothek,Germany,2015,3
9893,Fraunhofer-Informationszentrum Raum und Bau IRB,Germany,2016,3
